longitude	latitude
61.7	69.75
61.7	69.75
61.7	69.75
61.7	69.75
61.7	69.75
61.7	69.75
61.7	69.75
177.57	64.78
177.57	64.78
177.57	64.78
177.57	64.78
177.57	64.78
177.57	64.78
177.57	64.78
177.57	64.78
61.65	46.62
61.65	46.62
61.65	46.62
61.65	46.62
61.65	46.62
61.65	46.62
61.65	46.62
61.65	46.62
40.58	64.55
40.58	64.55
40.58	64.55
40.58	64.55
40.58	64.55
40.58	64.55
40.58	64.55
40.58	64.55
138.15	56.45
138.15	56.45
138.15	56.45
138.15	56.45
138.15	56.45
138.15	56.45
138.15	56.45
138.15	56.45
14.25	78.07
14.25	78.07
14.25	78.07
14.25	78.07
14.25	78.07
14.25	78.07
14.25	78.07
14.25	78.07
109.63	53.62
109.63	53.62
109.63	53.62
109.63	53.62
109.63	53.62
109.63	53.62
109.63	53.62
109.63	53.62
52.8	80.32
52.8	80.32
52.8	80.32
52.8	80.32
52.8	80.32
52.8	80.32
52.8	80.32
52.8	80.32
128.93	71.52
128.93	71.52
128.93	71.52
128.93	71.52
128.93	71.52
128.93	71.52
128.93	71.52
128.93	71.52
63.6	39.08
63.6	39.08
63.6	39.08
63.6	39.08
63.6	39.08
63.6	39.08
63.6	39.08
63.6	39.08
113.48	52.05
113.48	52.05
113.48	52.05
113.48	52.05
113.48	52.05
113.48	52.05
113.48	52.05
113.48	52.05
86.17	69.4
86.17	69.4
86.17	69.4
86.17	69.4
86.17	69.4
86.17	69.4
86.17	69.4
86.17	69.4
44	56.27
44	56.27
44	56.27
44	56.27
44	56.27
44	56.27
44	56.27
44	56.27
51.85	47.12
51.85	47.12
51.85	47.12
51.85	47.12
51.85	47.12
51.85	47.12
51.85	47.12
51.85	47.12
102.47	71.98
102.47	71.98
102.47	71.98
102.47	71.98
102.47	71.98
102.47	71.98
102.47	71.98
102.47	71.98
73.13	49.8
73.13	49.8
73.13	49.8
73.13	49.8
73.13	49.8
73.13	49.8
73.13	49.8
73.13	49.8
34.65	64.95
34.65	64.95
34.65	64.95
34.65	64.95
34.65	64.95
34.65	64.95
34.65	64.95
34.65	64.95
36.28	49.93
36.28	49.93
36.28	49.93
36.28	49.93
36.28	49.93
36.28	49.93
36.28	49.93
36.28	49.93
108.07	57.77
108.07	57.77
108.07	57.77
108.07	57.77
108.07	57.77
108.07	57.77
108.07	57.77
108.07	57.77
160.83	56.32
160.83	56.32
160.83	56.32
160.83	56.32
160.83	56.32
160.83	56.32
160.83	56.32
160.83	56.32
160.83	56.32
108.75	50.37
108.75	50.37
108.75	50.37
108.75	50.37
108.75	50.37
108.75	50.37
108.75	50.37
108.75	50.37
92.97	56
92.97	56
92.97	56
92.97	56
92.97	56
92.97	56
92.97	56
92.97	56
161.28	68.8
161.28	68.8
161.28	68.8
161.28	68.8
161.28	68.8
161.28	68.8
161.28	68.8
161.28	68.8
36.2	51.75
36.2	51.75
36.2	51.75
36.2	51.75
36.2	51.75
36.2	51.75
36.2	51.75
36.2	51.75
63.62	53.22
63.62	53.22
63.62	53.22
63.62	53.22
63.62	53.22
63.62	53.22
63.62	53.22
63.62	53.22
65.5	44.85
65.5	44.85
65.5	44.85
65.5	44.85
65.5	44.85
65.5	44.85
65.5	44.85
65.5	44.85
170.42	64.68
170.42	64.68
170.42	64.68
170.42	64.68
170.42	64.68
170.42	64.68
170.42	64.68
170.42	64.68
37.52	55.93
37.52	55.93
37.52	55.93
37.52	55.93
37.52	55.93
37.52	55.93
37.52	55.93
37.52	55.93
33.12	69
33.12	69
33.12	69
33.12	69
33.12	69
33.12	69
33.12	69
33.12	69
104.28	77.72
104.28	77.72
104.28	77.72
104.28	77.72
104.28	77.72
104.28	77.72
104.28	77.72
104.28	77.72
-179.48	68.92
-179.48	68.92
-179.48	68.92
-179.48	68.92
-179.48	68.92
-179.48	68.92
-179.48	68.92
-179.48	68.92
155.38	50
155.38	50
155.38	50
155.38	50
155.38	50
155.38	50
155.38	50
155.38	50
68.58	76.95
68.58	76.95
68.58	76.95
68.58	76.95
68.58	76.95
68.58	76.95
68.58	76.95
68.58	76.95
53.12	67.65
53.12	67.65
53.12	67.65
53.12	67.65
53.12	67.65
53.12	67.65
53.12	67.65
53.12	67.65
158.33	53.05
158.33	53.05
158.33	53.05
158.33	53.05
158.33	53.05
158.33	53.05
158.33	53.05
158.33	53.05
82.95	54.97
82.95	54.97
82.95	54.97
82.95	54.97
82.95	54.97
82.95	54.97
82.95	54.97
82.95	54.97
120.4	60.37
120.4	60.37
120.4	60.37
120.4	60.37
120.4	60.37
120.4	60.37
120.4	60.37
120.4	60.37
112.33	68.67
112.33	68.67
112.33	68.67
112.33	68.67
112.33	68.67
112.33	68.67
112.33	68.67
112.33	68.67
73.4	54.93
73.4	54.93
73.4	54.93
73.4	54.93
73.4	54.93
73.4	54.93
73.4	54.93
73.4	54.93
80.4	73.5
80.4	73.5
80.4	73.5
80.4	73.5
80.4	73.5
80.4	73.5
80.4	73.5
80.4	73.5
137.9	76
137.9	76
137.9	76
137.9	76
137.9	76
137.9	76
137.9	76
137.9	76
39.82	47.25
39.82	47.25
39.82	47.25
39.82	47.25
39.82	47.25
39.82	47.25
39.82	47.25
39.82	47.25
66.53	66.53
66.53	66.53
66.53	66.53
66.53	66.53
66.53	66.53
66.53	66.53
66.53	66.53
66.53	66.53
69.07	60.97
69.07	60.97
69.07	60.97
69.07	60.97
69.07	60.97
69.07	60.97
69.07	60.97
69.07	60.97
34.12	44.95
34.12	44.95
34.12	44.95
34.12	44.95
34.12	44.95
34.12	44.95
34.12	44.95
34.12	44.95
123.97	54
123.97	54
123.97	54
123.97	54
123.97	54
123.97	54
123.97	54
123.97	54
30.72	61.72
30.72	61.72
30.72	61.72
30.72	61.72
30.72	61.72
30.72	61.72
30.72	61.72
30.72	61.72
68.78	38.58
68.78	38.58
68.78	38.58
68.78	38.58
68.78	38.58
68.78	38.58
68.78	38.58
68.78	38.58
62.92	35.95
62.92	35.95
62.92	35.95
62.92	35.95
62.92	35.95
62.92	35.95
62.92	35.95
62.92	35.95
69.3	41.33
69.3	41.33
69.3	41.33
69.3	41.33
69.3	41.33
69.3	41.33
69.3	41.33
69.3	41.33
136.67	45.03
136.67	45.03
136.67	45.03
136.67	45.03
136.67	45.03
136.67	45.03
136.67	45.03
136.67	45.03
39.07	44.1
39.07	44.1
39.07	44.1
39.07	44.1
39.07	44.1
39.07	44.1
39.07	44.1
39.07	44.1
121.5	63.75
121.5	63.75
121.5	63.75
121.5	63.75
121.5	63.75
121.5	63.75
121.5	63.75
121.5	63.75
61.07	56.73
61.07	56.73
61.07	56.73
61.07	56.73
61.07	56.73
61.07	56.73
61.07	56.73
61.07	56.73
112.58	59.45
112.58	59.45
112.58	59.45
112.58	59.45
112.58	59.45
112.58	59.45
112.58	59.45
112.58	59.45
39.87	59.28
39.87	59.28
39.87	59.28
39.87	59.28
39.87	59.28
39.87	59.28
39.87	59.28
39.87	59.28
129.72	62.02
129.72	62.02
129.72	62.02
129.72	62.02
129.72	62.02
129.72	62.02
129.72	62.02
129.72	62.02
108.02	61.27
108.02	61.27
108.02	61.27
108.02	61.27
108.02	61.27
108.02	61.27
108.02	61.27
108.02	61.27
123.4	66.77
123.4	66.77
123.4	66.77
123.4	66.77
123.4	66.77
123.4	66.77
123.4	66.77
123.4	66.77
125.37	58.62
125.37	58.62
125.37	58.62
125.37	58.62
125.37	58.62
125.37	58.62
125.37	58.62
125.37	58.62
61.7	69.75
61.7	69.75
61.7	69.75
61.7	69.75
61.7	69.75
61.7	69.75
61.7	69.75
61.7	69.75
177.57	64.78
177.57	64.78
177.57	64.78
177.57	64.78
177.57	64.78
177.57	64.78
177.57	64.78
177.57	64.78
61.65	46.62
61.65	46.62
61.65	46.62
61.65	46.62
61.65	46.62
61.65	46.62
61.65	46.62
61.65	46.62
40.58	64.55
40.58	64.55
40.58	64.55
40.58	64.55
40.58	64.55
40.58	64.55
40.58	64.55
40.58	64.55
138.15	56.45
138.15	56.45
138.15	56.45
138.15	56.45
138.15	56.45
138.15	56.45
138.15	56.45
138.15	56.45
14.25	78.07
14.25	78.07
14.25	78.07
14.25	78.07
14.25	78.07
14.25	78.07
14.25	78.07
14.25	78.07
109.63	53.62
109.63	53.62
109.63	53.62
109.63	53.62
109.63	53.62
109.63	53.62
109.63	53.62
109.63	53.62
52.8	80.32
52.8	80.32
52.8	80.32
52.8	80.32
52.8	80.32
52.8	80.32
52.8	80.32
52.8	80.32
128.93	71.52
128.93	71.52
128.93	71.52
128.93	71.52
128.93	71.52
128.93	71.52
128.93	71.52
128.93	71.52
63.6	39.08
63.6	39.08
63.6	39.08
63.6	39.08
63.6	39.08
63.6	39.08
63.6	39.08
63.6	39.08
113.48	52.05
113.48	52.05
113.48	52.05
113.48	52.05
113.48	52.05
113.48	52.05
113.48	52.05
113.48	52.05
86.17	69.4
86.17	69.4
86.17	69.4
86.17	69.4
86.17	69.4
86.17	69.4
86.17	69.4
86.17	69.4
44	56.27
44	56.27
44	56.27
44	56.27
44	56.27
44	56.27
44	56.27
44	56.27
51.85	47.12
51.85	47.12
51.85	47.12
51.85	47.12
51.85	47.12
51.85	47.12
51.85	47.12
51.85	47.12
36.28	49.93
36.28	49.93
36.28	49.93
36.28	49.93
36.28	49.93
36.28	49.93
36.28	49.93
36.28	49.93
102.47	71.98
102.47	71.98
102.47	71.98
102.47	71.98
102.47	71.98
102.47	71.98
102.47	71.98
102.47	71.98
73.13	49.8
73.13	49.8
73.13	49.8
73.13	49.8
73.13	49.8
73.13	49.8
73.13	49.8
73.13	49.8
34.65	64.95
34.65	64.95
34.65	64.95
34.65	64.95
34.65	64.95
34.65	64.95
34.65	64.95
34.65	64.95
108.07	57.77
108.07	57.77
108.07	57.77
108.07	57.77
108.07	57.77
108.07	57.77
108.07	57.77
108.07	57.77
160.83	56.32
160.83	56.32
160.83	56.32
160.83	56.32
160.83	56.32
160.83	56.32
160.83	56.32
160.83	56.32
108.75	50.37
108.75	50.37
108.75	50.37
108.75	50.37
108.75	50.37
108.75	50.37
108.75	50.37
108.75	50.37
92.97	56
92.97	56
92.97	56
92.97	56
92.97	56
92.97	56
92.97	56
92.97	56
161.28	68.8
161.28	68.8
161.28	68.8
161.28	68.8
161.28	68.8
161.28	68.8
161.28	68.8
161.28	68.8
36.2	51.75
36.2	51.75
36.2	51.75
36.2	51.75
36.2	51.75
36.2	51.75
36.2	51.75
36.2	51.75
63.62	53.22
63.62	53.22
63.62	53.22
63.62	53.22
63.62	53.22
63.62	53.22
63.62	53.22
63.62	53.22
65.5	44.85
65.5	44.85
65.5	44.85
65.5	44.85
65.5	44.85
65.5	44.85
65.5	44.85
65.5	44.85
170.42	64.68
170.42	64.68
170.42	64.68
170.42	64.68
170.42	64.68
170.42	64.68
170.42	64.68
170.42	64.68
37.52	55.93
37.52	55.93
37.52	55.93
37.52	55.93
37.52	55.93
37.52	55.93
37.52	55.93
37.52	55.93
33.12	69
33.12	69
33.12	69
33.12	69
33.12	69
33.12	69
33.12	69
33.12	69
104.28	77.72
104.28	77.72
104.28	77.72
104.28	77.72
104.28	77.72
104.28	77.72
104.28	77.72
104.28	77.72
-179.48	68.92
-179.48	68.92
-179.48	68.92
-179.48	68.92
-179.48	68.92
-179.48	68.92
-179.48	68.92
-179.48	68.92
155.38	50
155.38	50
155.38	50
155.38	50
155.38	50
155.38	50
155.38	50
155.38	50
68.58	76.95
68.58	76.95
68.58	76.95
68.58	76.95
68.58	76.95
68.58	76.95
68.58	76.95
68.58	76.95
53.12	67.65
53.12	67.65
53.12	67.65
53.12	67.65
53.12	67.65
53.12	67.65
53.12	67.65
53.12	67.65
158.33	53.05
158.33	53.05
158.33	53.05
158.33	53.05
158.33	53.05
158.33	53.05
158.33	53.05
158.33	53.05
82.95	54.97
82.95	54.97
82.95	54.97
82.95	54.97
82.95	54.97
82.95	54.97
82.95	54.97
82.95	54.97
120.4	60.37
120.4	60.37
120.4	60.37
120.4	60.37
120.4	60.37
120.4	60.37
120.4	60.37
120.4	60.37
112.33	68.67
112.33	68.67
112.33	68.67
112.33	68.67
112.33	68.67
112.33	68.67
112.33	68.67
112.33	68.67
73.4	54.93
73.4	54.93
73.4	54.93
73.4	54.93
73.4	54.93
73.4	54.93
73.4	54.93
73.4	54.93
80.4	73.5
80.4	73.5
80.4	73.5
80.4	73.5
80.4	73.5
80.4	73.5
80.4	73.5
80.4	73.5
137.9	76
137.9	76
137.9	76
137.9	76
137.9	76
137.9	76
137.9	76
137.9	76
39.82	47.25
39.82	47.25
39.82	47.25
39.82	47.25
39.82	47.25
39.82	47.25
39.82	47.25
39.82	47.25
66.53	66.53
66.53	66.53
66.53	66.53
66.53	66.53
66.53	66.53
66.53	66.53
66.53	66.53
66.53	66.53
69.07	60.97
69.07	60.97
69.07	60.97
69.07	60.97
69.07	60.97
69.07	60.97
69.07	60.97
69.07	60.97
34.12	44.95
34.12	44.95
34.12	44.95
34.12	44.95
34.12	44.95
34.12	44.95
34.12	44.95
34.12	44.95
123.97	54
123.97	54
123.97	54
123.97	54
123.97	54
123.97	54
123.97	54
123.97	54
30.72	61.72
30.72	61.72
30.72	61.72
30.72	61.72
30.72	61.72
30.72	61.72
30.72	61.72
30.72	61.72
68.78	38.58
68.78	38.58
68.78	38.58
68.78	38.58
68.78	38.58
68.78	38.58
68.78	38.58
68.78	38.58
62.92	35.95
62.92	35.95
62.92	35.95
62.92	35.95
62.92	35.95
62.92	35.95
62.92	35.95
62.92	35.95
69.3	41.33
69.3	41.33
69.3	41.33
69.3	41.33
69.3	41.33
69.3	41.33
69.3	41.33
69.3	41.33
136.67	45.03
136.67	45.03
136.67	45.03
136.67	45.03
136.67	45.03
136.67	45.03
136.67	45.03
136.67	45.03
39.07	44.1
39.07	44.1
39.07	44.1
39.07	44.1
39.07	44.1
39.07	44.1
39.07	44.1
39.07	44.1
121.5	63.75
121.5	63.75
121.5	63.75
121.5	63.75
121.5	63.75
121.5	63.75
121.5	63.75
121.5	63.75
61.07	56.73
61.07	56.73
61.07	56.73
61.07	56.73
61.07	56.73
61.07	56.73
61.07	56.73
61.07	56.73
112.58	59.45
112.58	59.45
112.58	59.45
112.58	59.45
112.58	59.45
112.58	59.45
112.58	59.45
112.58	59.45
39.87	59.28
39.87	59.28
39.87	59.28
39.87	59.28
39.87	59.28
39.87	59.28
39.87	59.28
39.87	59.28
129.72	62.02
129.72	62.02
129.72	62.02
129.72	62.02
129.72	62.02
129.72	62.02
129.72	62.02
129.72	62.02
108.02	61.27
108.02	61.27
108.02	61.27
108.02	61.27
108.02	61.27
108.02	61.27
108.02	61.27
108.02	61.27
123.4	66.77
123.4	66.77
123.4	66.77
123.4	66.77
123.4	66.77
123.4	66.77
123.4	66.77
123.4	66.77
37.42	55.73
37.42	55.73
37.42	55.73
37.42	55.73
37.42	55.73
37.42	55.73
37.42	55.73
37.42	55.73
37.42	55.73
37.42	55.73
37.42	55.73
37.42	55.73
37.42	55.73
37.42	55.73
71.92	41.62
71.92	41.62
71.92	41.62
71.92	41.62
71.92	41.62
71.98	41.88
71.98	41.88
71.98	41.88
71.98	41.88
71.98	41.88
75.08	46.77
75.08	46.77
75.08	46.77
75.08	46.77
75.08	46.77
75.08	46.77
75.08	46.77
75.08	46.77
75.08	46.77
75.08	46.77
63.6	39.08
63.6	39.08
63.6	39.08
63.6	39.08
63.6	39.08
71.38	42.85
71.38	42.85
71.38	42.85
71.38	42.85
71.38	42.85
68.73	38.58
68.73	38.58
68.73	38.58
68.73	38.58
68.73	38.58
73.13	49.8
73.13	49.8
73.13	49.8
73.13	49.8
73.13	49.8
72.63	41.6
72.63	41.6
72.63	41.6
72.63	41.6
72.63	41.6
72.63	41.6
72.63	41.6
72.63	41.6
72.63	41.6
72.63	41.6
65.53	44.82
65.53	44.82
65.53	44.82
65.53	44.82
65.53	44.82
62.15	40.5
62.15	40.5
62.15	40.5
62.15	40.5
62.15	40.5
72.8	40.63
72.8	40.63
72.8	40.63
72.8	40.63
72.8	40.63
72.8	40.63
72.8	40.63
72.8	40.63
72.8	40.63
72.8	40.63
73.25	39.72
73.25	39.72
73.25	39.72
73.25	39.72
73.25	39.72
69.62	42.28
69.62	42.28
69.62	42.28
69.62	42.28
69.62	42.28
72.18	39.55
72.18	39.55
72.18	39.55
72.18	39.55
72.18	39.55
71.38	42.85
71.38	42.85
71.38	42.85
71.38	42.85
71.38	42.85
68.73	38.58
68.73	38.58
68.73	38.58
68.73	38.58
68.73	38.58
71.5	37.5
71.5	37.5
71.5	37.5
71.5	37.5
71.5	37.5
71.48	43.33
71.48	43.33
71.48	43.33
71.48	43.33
