13.1833	32.9
12.5833	32.75
13.0167	32.0667
-9.57	30.38
-3.85	35.18
-6.4	32.37
-12.93	27.95
-5.9	35.8
-4.4	31.93
-9.78	31.52
-8.03	31.62
-8.52	33.27
-5.53	33.88
-9.73	31.5
-7.58	33.37
-6.9	30.93
-6.77	34.05
-7.28	33.03
-5.9	35.73
-4	34.22
-5.33	35.58
5.33	35.58
-6.6	34.3
-5.17	33.5
-6.28	32.53
-1.93	34.78
-13.2167	27.1667
9.2333	32.2833
-7.6667	33.5667
-7.62	33.95
-7.62	33.95
-4.975	33.9328
-5.05	34.0667
-4.76	32.68
-5.82	35.78
21.5539	41.3339
21.55	41.35
21.55	41.35
21.55	41.35
21.5667	41.3333
21.5667	41.3333
21.55	41.35
21.55	41.35
21.5539	41.3339
22.1803	41.7536
22.1833	41.75
22.1833	41.75
22.1667	41.75
22.1667	41.75
22.1667	41.75
22.1803	41.7536
22.2372	41.4094
22.25	41.4167
22.25	41.4167
22.25	41.4167
22.25	41.4167
22.25	41.4167
22.25	41.4167
22.2372	41.4094
22.8489	41.7167
22.85	41.7167
22.85	41.7167
22.85	41.7167
22.85	41.7167
22.85	41.7167
22.85	41.7167
22.85	41.7167
22.8489	41.7167
21.6214	41.9617
21.4333	41.95
21.4667	41.9833
21.4667	41.9833
21.4667	41.9833
21.4667	41.9833
21.4667	41.9833
21.6333	41.95
21.6214	41.9617
20.6958	41.5375
20.6167	41.5333
20.7	41.5333
20.6167	41.5333
20.7	41.5333
20.7	41.5333
20.6958	41.5375
21.3536	41.0417
21.3667	41.05
21.3167	41.0333
21.3667	41.05
21.3667	41.05
21.3667	41.05
21.3536	41.0417
19.3	44.55
20.47	44.8
19.92	43.73
14.346	46.236
14.7878	46.173
15.2391	46.1572
14.7505	46.355
15.0325	46.5919
14.2797	46.2627
14.2972	46.1725
14.0877	46.1486
14.0741	46.1977
13.955	46.2733
14.593	45.704
13.7936	46.4867
15.46	45.8652
15.3219	45.5138
14.52	46.7
15.18	45.8
14.2064	46.063
14.0575	46.4675
13.8539	46.3794
14.5172	46.0658
15.2525	46.2447
15.1161	46.49
15.7002	46.6417
3.04	41.98
-2.4667	41.7667
-2.4667	41.8194
-1.85	38.9333
-1.8547	39
-4.4825	36.6658
-4.4333	36.7167
-5.9631	37.4208
-5.9936	37.3903
-6.0083	37.3653
-4.7431	41.6444
-4.7142	41.6583
-4.7167	41.65
-4.7333	41.6333
-4.7167	41.65
-4.7167	41.65
-4.7167	41.65
-4.7167	41.65
-4.7167	41.65
-5.4947	40.9472
-5.0833	40.1667
-0.3264	42.0833
-0.4	42.1333
-1.6364	42.8175
-0.65	42.8167
-1.6392	42.7683
-1.0081	41.6619
-3.6311	37.1361
-0.35	37.1833
-0.8806	41.6481
-0.8733	41.6531
-0.8856	41.655
-0.8881	41.6467
-0.4944	38.3667
-0.4881	38.35
-0.4908	38.3556
-0.4881	38.35
-3.6158	42.3561
-3.7	42.3333
-0.3811	39.3811
-0.35	39.4667
-0.35	39.4667
-6.8292	38.8833
-6.9722	38.8783
-16.3069	28.4833
-16.2489	28.455
-2.0394	43.3067
-2	43.3167
-3.9197	38.9894
-3.9286	38.9892
-6.9097	37.28
-6.9492	37.2597
-8.4194	43.3672
-8.3667	43.3833
-8.4	43.3667
-1.1206	37.9831
-1.1253	37.9869
-3.6781	40.4
-3.6875	40.4083
0.75	41.1
0.6855	41.617
0.95	41.66
1.16	41.67
1.3	41.68
0.4	40.72
2.21	42.07
1.43	42.37
1.81	41.53
2.41	42.38
2.36	42.26
1.33	42.22
1.77	41.67
1.04	42.14
1.03	42
1.96	42.08
0.74	42.4
0.79	42.7
0.96	42.24
1.1	41.39
2.18	41.88
0.75	41.29
1.92	41.59
1.94	41.38
3.18	42.27
2.12	41.42
3.17	42.44
0.59	41.18
0.31	40.95
1.52	41.22
0.72	40.87
2.48	42.19
2.16	42.4
1.62	41.43
2.79	42.12
1.42	41.15
0.83	40.71
2.63	41.96
3.03	41.81
1.87	42.39
1.36	41.31
2.17	41.32
2.17	41.32
1.65	41.59
2.83	42.34
0.91	41.25
1.87	41.71
3.1	42.18
2.38	41.52
0.63	40.71
0.66	40.63
0.45	41.68
1.17	41.17
0.78	42.64
0.73	42.05
2.42	41.84
2.76	41.65
2.25	41.45
1.87	42.23
1.63	41.2
0.82	41.15
0.54	41.74
2.17	41.38
0.32	40.8
2.11	41.38
2.17	41.61
0.89	41.32
1.2	41.1
2.07	41.57
2.23	41.57
1.13	42.41
0.87	41.62
2.81	41.98
1.51	41.99
2.13	41.32
2.14	41.41
2.17	41.38
0.7447	42.3994
0.7372	42.405
0.795	42.7003
0.7981	42.7114
2.0963	41.8135
41.4203	2.125
2.1639	41.3867
2.1639	41.3867
0.7311	41.0392
0.595	41.6258
0.6186	41.6203
0.6333	41.6167
0.6244	41.6167
2.1689	41.6139
0.4914	40.8206
0.5164	40.8339
41.22	37.05
35.77	35.53
35.58	33.9
38.3	34.5497
38	36.82
37.22	36.18
35.87	34.9
36.72	34.75
36.23	33.48
36.1	32.6
35.67	33.82
10.85	33.88
10.11	33.89
8.82	34.42
10.1	35.67
11.11	36.84
10.75	35.67
10.4	32.32
10.72	34.72
8.75	36.95
8.11	33.95
10.23	36.83
10.17	36.8
10.48	33.35
10.7	35.33
8.7	36.8
9.84	37.33
8.8	36.48
9.82	37.23
8.27	34.37
29.02	40.23
41.27	39.92
43.32	38.4
40.18	37.88
27.43	38.62
27.85	37.85
29.99	39.42
35.48	38.78
36.1	36.12
36.38	37.01
37.37	37.08
42	37.93
41.42	41.17
29.98	40.15
39.28	38.6
29.12	36.62
38.38	40.92
44.03	39.93
40.08	40.6
34.68	37.97
33.63	40.6
43.05	39.75
32.83	36.08
26.54	41.68
32.86	39.96
30.67	36.91
29.04	40.97
27.08	38.39
35.34	37
38.78	37.14
40.49	41.03
